formula,AIC,BIC
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * coding_section_no + (1|participant_id),78.596440,102.044938
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * coding_section_no + (1|problem_id),87.975685,111.424183
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * coding_section_no + (1|participant_id) + (1|problem_id),-128.491873,-101.135292
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * problem_order + (1|participant_id),78.223068,101.671566
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * problem_order + (1|problem_id),86.508751,109.957249
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * problem_order + (1|participant_id) + (1|problem_id),-129.395021,-102.038440
sqrt(keypress_rate..keypresses.per.second.) ~ coding_section_no * problem_order + (1|participant_id),73.278737,96.727234
sqrt(keypress_rate..keypresses.per.second.) ~ coding_section_no * problem_order + (1|problem_id),97.832407,121.280904
sqrt(keypress_rate..keypresses.per.second.) ~ coding_section_no * problem_order + (1|participant_id) + (1|problem_id),-141.132798,-113.776218
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * pain + (1|participant_id),82.863815,106.312313
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * pain + (1|problem_id),101.417381,124.865879
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * pain + (1|participant_id) + (1|problem_id),-124.088880,-96.732299
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * pain + (1|participant_id) + (1|participant_id:TMS_Type),84.863815,112.220396
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * pain + (1|problem_id) + (1|problem_id:TMS_Type),103.345070,130.701651
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * pain + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-125.334941,-94.070278
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * pain + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-122.088880,-90.824216
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * pain + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-123.334941,-88.162195
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * physical_symptoms + (1|participant_id),81.120035,100.660450
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * physical_symptoms + (1|problem_id),101.133981,120.674395
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * physical_symptoms + (1|participant_id) + (1|problem_id),-124.821871,-101.373374
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * physical_symptoms + (1|participant_id) + (1|participant_id:TMS_Type),83.120035,106.568533
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * physical_symptoms + (1|problem_id) + (1|problem_id:TMS_Type),103.133981,126.582478
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * physical_symptoms + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-127.081126,-99.724546
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * physical_symptoms + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-122.821871,-95.465291
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * physical_symptoms + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-125.081126,-93.816463
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * discomfort + (1|participant_id),79.373191,98.913606
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * discomfort + (1|problem_id),102.682261,122.222676
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * discomfort + (1|participant_id) + (1|problem_id),-125.815533,-102.367036
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * discomfort + (1|participant_id) + (1|participant_id:TMS_Type),81.373191,104.821689
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * discomfort + (1|problem_id) + (1|problem_id:TMS_Type),104.682261,128.130759
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * discomfort + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-127.309273,-99.952693
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * discomfort + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-123.815533,-96.458953
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * discomfort + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-125.309273,-94.044610
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * sensations + (1|participant_id),80.128885,103.577383
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * sensations + (1|problem_id),103.249501,126.697998
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * sensations + (1|participant_id) + (1|problem_id),-128.549023,-101.192443
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * sensations + (1|participant_id) + (1|participant_id:TMS_Type),82.128885,109.485466
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * sensations + (1|problem_id) + (1|problem_id:TMS_Type),105.249501,132.606081
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-128.338755,-97.074091
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-126.549023,-95.284360
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-126.338755,-91.166008
sqrt(keypress_rate..keypresses.per.second.) ~ session * pain + (1|participant_id),82.127339,105.575837
sqrt(keypress_rate..keypresses.per.second.) ~ session * pain + (1|problem_id),98.568716,122.017213
sqrt(keypress_rate..keypresses.per.second.) ~ session * pain + (1|participant_id) + (1|problem_id),-130.572925,-103.216345
sqrt(keypress_rate..keypresses.per.second.) ~ session * physical_symptoms + (1|participant_id),82.372866,105.821363
sqrt(keypress_rate..keypresses.per.second.) ~ session * physical_symptoms + (1|problem_id),100.470112,123.918610
sqrt(keypress_rate..keypresses.per.second.) ~ session * physical_symptoms + (1|participant_id) + (1|problem_id),-130.755251,-103.398671
sqrt(keypress_rate..keypresses.per.second.) ~ session * discomfort + (1|participant_id),81.948027,105.396525
sqrt(keypress_rate..keypresses.per.second.) ~ session * discomfort + (1|problem_id),98.718357,122.166854
sqrt(keypress_rate..keypresses.per.second.) ~ session * discomfort + (1|participant_id) + (1|problem_id),-130.250226,-102.893645
sqrt(keypress_rate..keypresses.per.second.) ~ session * sensations + (1|participant_id),79.905687,103.354185
sqrt(keypress_rate..keypresses.per.second.) ~ session * sensations + (1|problem_id),100.556006,124.004504
sqrt(keypress_rate..keypresses.per.second.) ~ session * sensations + (1|participant_id) + (1|problem_id),-132.925272,-105.568692
sqrt(keypress_rate..keypresses.per.second.) ~ coding_section_no * pain + (1|participant_id),79.611847,103.060344
sqrt(keypress_rate..keypresses.per.second.) ~ coding_section_no * pain + (1|problem_id),102.237447,125.685945
sqrt(keypress_rate..keypresses.per.second.) ~ coding_section_no * pain + (1|participant_id) + (1|problem_id),-127.990906,-100.634325
sqrt(keypress_rate..keypresses.per.second.) ~ coding_section_no * physical_symptoms + (1|participant_id),79.028440,102.476937
sqrt(keypress_rate..keypresses.per.second.) ~ coding_section_no * physical_symptoms + (1|problem_id),101.665208,125.113706
sqrt(keypress_rate..keypresses.per.second.) ~ coding_section_no * physical_symptoms + (1|participant_id) + (1|problem_id),-127.859123,-100.502543
sqrt(keypress_rate..keypresses.per.second.) ~ coding_section_no * discomfort + (1|participant_id),78.869236,102.317733
sqrt(keypress_rate..keypresses.per.second.) ~ coding_section_no * discomfort + (1|problem_id),102.575187,126.023685
sqrt(keypress_rate..keypresses.per.second.) ~ coding_section_no * discomfort + (1|participant_id) + (1|problem_id),-127.728474,-100.371893
sqrt(keypress_rate..keypresses.per.second.) ~ coding_section_no * sensations + (1|participant_id),74.999637,98.448135
sqrt(keypress_rate..keypresses.per.second.) ~ coding_section_no * sensations + (1|problem_id),101.700998,125.149495
sqrt(keypress_rate..keypresses.per.second.) ~ coding_section_no * sensations + (1|participant_id) + (1|problem_id),-131.859451,-104.502870
sqrt(keypress_rate..keypresses.per.second.) ~ problem_order * pain + (1|participant_id),81.055868,104.504366
sqrt(keypress_rate..keypresses.per.second.) ~ problem_order * pain + (1|problem_id),101.003410,124.451908
sqrt(keypress_rate..keypresses.per.second.) ~ problem_order * pain + (1|participant_id) + (1|problem_id),-129.190552,-101.833972
sqrt(keypress_rate..keypresses.per.second.) ~ problem_order * physical_symptoms + (1|participant_id),79.763855,103.212352
sqrt(keypress_rate..keypresses.per.second.) ~ problem_order * physical_symptoms + (1|problem_id),99.885842,123.334340
sqrt(keypress_rate..keypresses.per.second.) ~ problem_order * physical_symptoms + (1|participant_id) + (1|problem_id),-129.707127,-102.350547
sqrt(keypress_rate..keypresses.per.second.) ~ problem_order * discomfort + (1|participant_id),79.237781,102.686279
sqrt(keypress_rate..keypresses.per.second.) ~ problem_order * discomfort + (1|problem_id),101.337413,124.785911
sqrt(keypress_rate..keypresses.per.second.) ~ problem_order * discomfort + (1|participant_id) + (1|problem_id),-130.852861,-103.496281
sqrt(keypress_rate..keypresses.per.second.) ~ problem_order * sensations + (1|participant_id),77.847808,101.296306
sqrt(keypress_rate..keypresses.per.second.) ~ problem_order * sensations + (1|problem_id),100.768144,124.216642
sqrt(keypress_rate..keypresses.per.second.) ~ problem_order * sensations + (1|participant_id) + (1|problem_id),-132.490951,-105.134370
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * pain + (1|participant_id),80.976247,104.424744
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * pain + (1|problem_id),84.959695,108.408192
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * pain + (1|participant_id) + (1|problem_id),-123.796535,-96.439954
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * physical_symptoms + (1|participant_id),80.790880,104.239378
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * physical_symptoms + (1|problem_id),87.857958,111.306456
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * physical_symptoms + (1|participant_id) + (1|problem_id),-123.346506,-95.989925
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * discomfort + (1|participant_id),80.507541,103.956038
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * discomfort + (1|problem_id),89.361700,112.810198
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * discomfort + (1|participant_id) + (1|problem_id),-125.043891,-97.687310
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * sensations + (1|participant_id),80.168965,103.617463
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * sensations + (1|problem_id),88.977475,112.425973
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * sensations + (1|participant_id) + (1|problem_id),-126.446762,-99.090181
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session + problem_set + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id),84.392969,135.198047
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session + problem_set + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id),83.202330,134.007408
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session + problem_set + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),-136.115151,-81.401990
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session + problem_set + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),86.392969,141.106130
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session + problem_set + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),85.126528,139.839689
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session + problem_set + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-134.257699,-75.636455
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session + problem_set + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-134.115151,-75.493907
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session + problem_set + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-132.257917,-69.728590
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set + session + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id),84.347727,135.152805
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set + session + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id),81.586557,132.391636
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set + session + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),-136.415719,-81.702557
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set + session + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),86.347727,141.060888
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set + session + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),83.586557,138.299718
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set + session + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-134.552413,-75.931169
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set + session + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-134.415718,-75.794474
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set + session + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-132.552413,-70.023086
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * coding_section_no + session + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id),83.188815,133.993893
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * coding_section_no + session + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id),88.728382,139.533460
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * coding_section_no + session + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),-137.657918,-82.944757
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * coding_section_no + session + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),85.188815,139.901976
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * coding_section_no + session + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),90.634930,145.348091
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * coding_section_no + session + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-135.894035,-77.272791
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * coding_section_no + session + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-135.665216,-77.043972
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * coding_section_no + session + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-133.915748,-71.386421
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_order + session + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id),79.115240,129.920318
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_order + session + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|problem_id),88.457298,139.262376
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_order + session + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),-137.048936,-82.335775
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_order + session + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),81.115240,135.828401
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_order + session + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),90.352748,145.065909
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_order + session + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-135.216465,-76.595221
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_order + session + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-135.048936,-76.427692
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_order + session + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-133.216465,-70.687138
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_set + TMS_Type + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id),84.380170,135.185248
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_set + TMS_Type + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id),88.663171,139.468249
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_set + TMS_Type + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),-136.113359,-81.400198
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_set + TMS_Type + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),86.380170,141.093331
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_set + TMS_Type + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),90.575825,145.288986
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_set + TMS_Type + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-134.254940,-75.633696
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_set + TMS_Type + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-134.113359,-75.492115
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_set + TMS_Type + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-132.255159,-69.725832
sqrt(keypress_rate..keypresses.per.second.) ~ session * coding_section_no + TMS_Type + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id),81.215817,132.020895
sqrt(keypress_rate..keypresses.per.second.) ~ session * coding_section_no + TMS_Type + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id),88.403403,139.208481
sqrt(keypress_rate..keypresses.per.second.) ~ session * coding_section_no + TMS_Type + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),-137.953385,-83.240223
sqrt(keypress_rate..keypresses.per.second.) ~ session * coding_section_no + TMS_Type + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),83.215817,137.928978
sqrt(keypress_rate..keypresses.per.second.) ~ session * coding_section_no + TMS_Type + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),90.298243,145.011404
sqrt(keypress_rate..keypresses.per.second.) ~ session * coding_section_no + TMS_Type + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-136.023219,-77.401975
sqrt(keypress_rate..keypresses.per.second.) ~ session * coding_section_no + TMS_Type + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-135.953385,-77.332140
sqrt(keypress_rate..keypresses.per.second.) ~ session * coding_section_no + TMS_Type + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-134.023219,-71.493892
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_order + TMS_Type + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id),82.508104,133.313183
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_order + TMS_Type + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|problem_id),88.358857,139.163935
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_order + TMS_Type + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),-136.631536,-81.918375
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_order + TMS_Type + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),84.508104,139.221265
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_order + TMS_Type + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),90.259393,144.972554
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_order + TMS_Type + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-134.733065,-76.111821
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_order + TMS_Type + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-134.631536,-76.010292
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_order + TMS_Type + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-132.733039,-70.203712
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * coding_section_no + TMS_Type + session + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id),84.349472,135.154550
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * coding_section_no + TMS_Type + session + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id),88.847515,139.652593
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * coding_section_no + TMS_Type + session + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),-136.958847,-82.245686
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * coding_section_no + TMS_Type + session + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),86.349472,141.062633
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * coding_section_no + TMS_Type + session + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),90.736253,145.449414
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * coding_section_no + TMS_Type + session + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-135.043005,-76.421761
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * coding_section_no + TMS_Type + session + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-134.958847,-76.337603
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * coding_section_no + TMS_Type + session + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-133.044041,-70.514714
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * problem_order + TMS_Type + session + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id),83.809752,134.614830
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * problem_order + TMS_Type + session + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|problem_id),88.741843,139.546922
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * problem_order + TMS_Type + session + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),-136.266393,-81.553232
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * problem_order + TMS_Type + session + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),85.809752,140.522913
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * problem_order + TMS_Type + session + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),90.609044,145.322205
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * problem_order + TMS_Type + session + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-134.369794,-75.748550
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * problem_order + TMS_Type + session + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-134.266393,-75.645149
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * problem_order + TMS_Type + session + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-132.370388,-69.841061
sqrt(keypress_rate..keypresses.per.second.) ~ coding_section_no * problem_order + TMS_Type + session + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id),79.501631,130.306709
sqrt(keypress_rate..keypresses.per.second.) ~ coding_section_no * problem_order + TMS_Type + session + problem_set + pain + physical_symptoms + discomfort + sensations + (1|problem_id),87.446143,138.251221
sqrt(keypress_rate..keypresses.per.second.) ~ coding_section_no * problem_order + TMS_Type + session + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),-143.681877,-88.968716
sqrt(keypress_rate..keypresses.per.second.) ~ coding_section_no * problem_order + TMS_Type + session + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),81.501631,136.214792
sqrt(keypress_rate..keypresses.per.second.) ~ coding_section_no * problem_order + TMS_Type + session + problem_set + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),89.383576,144.096738
sqrt(keypress_rate..keypresses.per.second.) ~ coding_section_no * problem_order + TMS_Type + session + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-141.755128,-83.133884
sqrt(keypress_rate..keypresses.per.second.) ~ coding_section_no * problem_order + TMS_Type + session + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-141.681877,-83.060633
