formula,AIC,BIC
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_set + coding_section_no * problem_order + TMS_Type + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-139.689596,-77.160269
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_set + coding_section_no * problem_order + TMS_Type + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-137.759256,-71.321846
sqrt(keypress_rate..keypresses.per.second.) ~ session * coding_section_no + problem_set * problem_order + TMS_Type + pain + physical_symptoms + discomfort + sensations + (1|participant_id),82.582977,137.296138
sqrt(keypress_rate..keypresses.per.second.) ~ session * coding_section_no + problem_set * problem_order + TMS_Type + pain + physical_symptoms + discomfort + sensations + (1|problem_id),90.291280,145.004441
sqrt(keypress_rate..keypresses.per.second.) ~ session * coding_section_no + problem_set * problem_order + TMS_Type + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),-136.111297,-77.490053
sqrt(keypress_rate..keypresses.per.second.) ~ session * coding_section_no + problem_set * problem_order + TMS_Type + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),84.582977,143.204221
sqrt(keypress_rate..keypresses.per.second.) ~ session * coding_section_no + problem_set * problem_order + TMS_Type + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),92.169009,150.790253
sqrt(keypress_rate..keypresses.per.second.) ~ session * coding_section_no + problem_set * problem_order + TMS_Type + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-134.153571,-71.624244
sqrt(keypress_rate..keypresses.per.second.) ~ session * coding_section_no + problem_set * problem_order + TMS_Type + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-134.111297,-71.581970
sqrt(keypress_rate..keypresses.per.second.) ~ session * coding_section_no + problem_set * problem_order + TMS_Type + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-132.153571,-65.716161
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_order + problem_set * coding_section_no + TMS_Type + pain + physical_symptoms + discomfort + sensations + (1|participant_id),84.438798,139.151959
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_order + problem_set * coding_section_no + TMS_Type + pain + physical_symptoms + discomfort + sensations + (1|problem_id),90.355044,145.068205
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_order + problem_set * coding_section_no + TMS_Type + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),-135.480898,-76.859654
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_order + problem_set * coding_section_no + TMS_Type + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),86.438798,145.060042
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_order + problem_set * coding_section_no + TMS_Type + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),92.258428,150.879672
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_order + problem_set * coding_section_no + TMS_Type + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-133.533450,-71.004123
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_order + problem_set * coding_section_no + TMS_Type + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-133.480896,-70.951569
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_order + problem_set * coding_section_no + TMS_Type + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-131.533806,-65.096396
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session * problem_set + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id),89.113138,151.642465
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session * problem_set + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id),78.355619,140.884946
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session * problem_set + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),-131.289249,-64.851839
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session * problem_set + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),91.113138,157.550548
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session * problem_set + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),80.355619,146.793029
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session * problem_set + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-129.404235,-59.058742
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session * problem_set + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-129.289249,-58.943756
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session * problem_set + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-127.404926,-53.151350
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session * coding_section_no + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id),84.869887,147.399214
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session * coding_section_no + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id),87.865927,150.395254
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session * coding_section_no + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),-133.797143,-67.359733
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session * coding_section_no + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),86.869887,153.307297
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session * coding_section_no + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),89.846181,156.283591
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session * coding_section_no + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-131.903038,-61.557545
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session * coding_section_no + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-131.797143,-61.451651
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session * coding_section_no + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-129.903038,-55.649462
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session * problem_order + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id),82.427041,144.956368
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session * problem_order + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|problem_id),88.314395,150.843722
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session * problem_order + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),-131.792803,-65.355393
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session * problem_order + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),84.427041,150.864451
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session * problem_order + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),90.256339,156.693749
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session * problem_order + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-129.897079,-59.551586
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session * problem_order + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-129.792817,-59.447324
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session * problem_order + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-127.898756,-53.645180
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set * coding_section_no + problem_order + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id),88.591696,151.121023
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set * coding_section_no + problem_order + session + pain + physical_symptoms + discomfort + sensations + (1|problem_id),87.510932,150.040259
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set * coding_section_no + problem_order + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),-132.720027,-66.282617
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set * coding_section_no + problem_order + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),90.591696,157.029105
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set * coding_section_no + problem_order + session + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),89.510932,155.948342
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set * coding_section_no + problem_order + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-130.867445,-60.521952
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set * coding_section_no + problem_order + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-130.727508,-60.382015
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set * coding_section_no + problem_order + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-128.886531,-54.632956
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set * problem_order + coding_section_no + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id),83.757193,146.286520
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set * problem_order + coding_section_no + session + pain + physical_symptoms + discomfort + sensations + (1|problem_id),86.712035,149.241362
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set * problem_order + coding_section_no + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),-132.600127,-66.162717
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set * problem_order + coding_section_no + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),85.757193,152.194603
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set * problem_order + coding_section_no + session + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),88.712035,155.149445
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set * problem_order + coding_section_no + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-130.821923,-60.476431
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set * problem_order + coding_section_no + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-130.600127,-60.254634
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set * problem_order + coding_section_no + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-128.821923,-54.568348
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * coding_section_no * problem_order + session + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id),77.375983,139.905310
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * coding_section_no * problem_order + session + problem_set + pain + physical_symptoms + discomfort + sensations + (1|problem_id),92.186959,154.716286
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * coding_section_no * problem_order + session + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),-140.784556,-74.347146
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * coding_section_no * problem_order + session + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),79.375983,145.813393
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * coding_section_no * problem_order + session + problem_set + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),94.152228,160.589638
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * coding_section_no * problem_order + session + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-138.940856,-68.595363
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * coding_section_no * problem_order + session + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-138.784556,-68.439063
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * coding_section_no * problem_order + session + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-136.940856,-62.687280
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_set * coding_section_no + problem_order + TMS_Type + pain + physical_symptoms + discomfort + sensations + (1|participant_id),86.397323,148.926650
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_set * coding_section_no + problem_order + TMS_Type + pain + physical_symptoms + discomfort + sensations + (1|problem_id),92.862262,155.391589
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_set * coding_section_no + problem_order + TMS_Type + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),-133.414810,-66.977400
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_set * coding_section_no + problem_order + TMS_Type + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),88.397323,154.834733
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_set * coding_section_no + problem_order + TMS_Type + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),94.731985,161.169395
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_set * coding_section_no + problem_order + TMS_Type + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-131.448770,-61.103277
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_set * coding_section_no + problem_order + TMS_Type + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-131.414810,-61.069317
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_set * coding_section_no + problem_order + TMS_Type + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-129.448770,-55.195194
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_set * problem_order + coding_section_no + TMS_Type + pain + physical_symptoms + discomfort + sensations + (1|participant_id),87.408366,149.937693
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_set * problem_order + coding_section_no + TMS_Type + pain + physical_symptoms + discomfort + sensations + (1|problem_id),94.053056,156.582383
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_set * problem_order + coding_section_no + TMS_Type + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),-131.511500,-65.074090
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_set * problem_order + coding_section_no + TMS_Type + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),89.408366,155.845776
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_set * problem_order + coding_section_no + TMS_Type + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),95.963061,162.400471
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_set * problem_order + coding_section_no + TMS_Type + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-129.604837,-59.259344
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_set * problem_order + coding_section_no + TMS_Type + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-129.511500,-59.166007
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_set * problem_order + coding_section_no + TMS_Type + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-127.604837,-53.351261
sqrt(keypress_rate..keypresses.per.second.) ~ session * coding_section_no * problem_order + TMS_Type + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id),79.796583,142.325910
sqrt(keypress_rate..keypresses.per.second.) ~ session * coding_section_no * problem_order + TMS_Type + problem_set + pain + physical_symptoms + discomfort + sensations + (1|problem_id),92.359173,154.888500
sqrt(keypress_rate..keypresses.per.second.) ~ session * coding_section_no * problem_order + TMS_Type + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),-141.078330,-74.640920
sqrt(keypress_rate..keypresses.per.second.) ~ session * coding_section_no * problem_order + TMS_Type + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),81.796583,148.233993
sqrt(keypress_rate..keypresses.per.second.) ~ session * coding_section_no * problem_order + TMS_Type + problem_set + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),94.311834,160.749244
sqrt(keypress_rate..keypresses.per.second.) ~ session * coding_section_no * problem_order + TMS_Type + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-139.088277,-68.742784
sqrt(keypress_rate..keypresses.per.second.) ~ session * coding_section_no * problem_order + TMS_Type + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-139.078330,-68.732837
sqrt(keypress_rate..keypresses.per.second.) ~ session * coding_section_no * problem_order + TMS_Type + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-137.088277,-62.834701
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * coding_section_no * problem_order + TMS_Type + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id),84.201503,146.730830
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * coding_section_no * problem_order + TMS_Type + session + pain + physical_symptoms + discomfort + sensations + (1|problem_id),92.928648,155.457975
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * coding_section_no * problem_order + TMS_Type + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),-139.028200,-72.590790
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * coding_section_no * problem_order + TMS_Type + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),86.201503,152.638912
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * coding_section_no * problem_order + TMS_Type + session + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),94.851825,161.289235
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * coding_section_no * problem_order + TMS_Type + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-137.040223,-66.694730
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * coding_section_no * problem_order + TMS_Type + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-137.028200,-66.682707
sqrt(keypress_rate..keypresses.per.second.) ~ problem_set * coding_section_no * problem_order + TMS_Type + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-135.040223,-60.786647
