formula,AIC,BIC
log(response.time) ~ TMS_Type + problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1085.074488,-1025.927651
log(response.time) ~ TMS_Type + problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-842.841872,-783.695036
log(response.time) ~ TMS_Type + problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1085.074488,-1025.927651
log(response.time) ~ TMS_Type + problem_order + (1|participant_id) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1084.618394,-1025.471557
log(response.time) ~ TMS_Type + problem_order + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1075.063484,-1015.916648
log(response.time) ~ TMS_Type + problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1083.074486,-1017.355778
log(response.time) ~ session + problem_order + (1|participant_id),-692.320880,-659.461526
log(response.time) ~ session + problem_order + (1|shown_letter),951.135156,983.994509
log(response.time) ~ session + problem_order + (1|participant_id:shown_letter),-381.741589,-348.882235
log(response.time) ~ session + problem_order + (1|participant_id:TMS_Type),-1084.691387,-1051.832034
log(response.time) ~ session + problem_order + (1|shown_letter:TMS_Type),951.378162,984.237516
log(response.time) ~ session + problem_order + (1|participant_id:shown_letter:TMS_Type),-581.804955,-548.945602
log(response.time) ~ session + problem_order + (1|participant_id) + (1|shown_letter),-690.703481,-651.272257
log(response.time) ~ session + problem_order + (1|participant_id) + (1|participant_id:shown_letter),-690.320880,-650.889655
log(response.time) ~ session + problem_order + (1|participant_id) + (1|participant_id:TMS_Type),-1096.168568,-1056.737343
log(response.time) ~ session + problem_order + (1|participant_id) + (1|shown_letter:TMS_Type),-691.088614,-651.657389
log(response.time) ~ session + problem_order + (1|participant_id) + (1|participant_id:shown_letter:TMS_Type),-890.773380,-851.342155
log(response.time) ~ session + problem_order + (1|shown_letter) + (1|participant_id:shown_letter),-379.741589,-340.310365
log(response.time) ~ session + problem_order + (1|shown_letter) + (1|participant_id:TMS_Type),-1083.319427,-1043.888202
log(response.time) ~ session + problem_order + (1|shown_letter) + (1|shown_letter:TMS_Type),953.135156,992.566380
log(response.time) ~ session + problem_order + (1|shown_letter) + (1|participant_id:shown_letter:TMS_Type),-579.804955,-540.373730
log(response.time) ~ session + problem_order + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),-1082.698421,-1043.267197
log(response.time) ~ session + problem_order + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),-379.785860,-340.354636
log(response.time) ~ session + problem_order + (1|participant_id:shown_letter) + (1|participant_id:shown_letter:TMS_Type),-641.461489,-602.030264
log(response.time) ~ session + problem_order + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1082.827494,-1043.396269
log(response.time) ~ session + problem_order + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1082.903837,-1043.472613
log(response.time) ~ session + problem_order + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-579.804955,-540.373731
log(response.time) ~ session + problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),-688.703481,-642.700386
log(response.time) ~ session + problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type),-1094.788511,-1048.785416
log(response.time) ~ session + problem_order + (1|participant_id) + (1|shown_letter) + (1|shown_letter:TMS_Type),-689.088654,-643.085559
log(response.time) ~ session + problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter:TMS_Type),-888.773379,-842.770284
log(response.time) ~ session + problem_order + (1|participant_id) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),-1094.171117,-1048.168022
log(response.time) ~ session + problem_order + (1|participant_id) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),-689.088613,-643.085518
log(response.time) ~ session + problem_order + (1|participant_id) + (1|participant_id:shown_letter) + (1|participant_id:shown_letter:TMS_Type),-888.773379,-842.770284
log(response.time) ~ session + problem_order + (1|participant_id) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1094.297745,-1048.294650
log(response.time) ~ session + problem_order + (1|participant_id) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1094.377446,-1048.374351
log(response.time) ~ session + problem_order + (1|participant_id) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-888.773380,-842.770284
log(response.time) ~ session + problem_order + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),-1081.319427,-1035.316332
log(response.time) ~ session + problem_order + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),-377.785860,-331.782765
log(response.time) ~ session + problem_order + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:shown_letter:TMS_Type),-639.461489,-593.458393
log(response.time) ~ session + problem_order + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1081.319427,-1035.316332
log(response.time) ~ session + problem_order + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1081.443444,-1035.440349
log(response.time) ~ session + problem_order + (1|shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-577.804955,-531.801860
log(response.time) ~ session + problem_order + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1080.827494,-1034.824398
log(response.time) ~ session + problem_order + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1080.903837,-1034.900742
log(response.time) ~ session + problem_order + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-639.461489,-593.458394
log(response.time) ~ session + problem_order + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1080.986278,-1034.983183
log(response.time) ~ session + problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),-1092.788506,-1040.213540
log(response.time) ~ session + problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),-687.088654,-634.513688
log(response.time) ~ session + problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:shown_letter:TMS_Type),-886.773379,-834.198413
log(response.time) ~ session + problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1092.788511,-1040.213545
log(response.time) ~ session + problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1092.910544,-1040.335578
log(response.time) ~ session + problem_order + (1|participant_id) + (1|shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-886.773377,-834.198411
log(response.time) ~ session + problem_order + (1|participant_id) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1092.297745,-1039.722779
log(response.time) ~ session + problem_order + (1|participant_id) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1092.377446,-1039.802480
log(response.time) ~ session + problem_order + (1|participant_id) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-886.773380,-834.198414
log(response.time) ~ session + problem_order + (1|participant_id) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1092.454865,-1039.879899
log(response.time) ~ session + problem_order + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1079.319427,-1026.744461
log(response.time) ~ session + problem_order + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1079.443440,-1026.868474
log(response.time) ~ session + problem_order + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-637.461489,-584.886523
log(response.time) ~ session + problem_order + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1079.443444,-1026.868478
log(response.time) ~ session + problem_order + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1078.986278,-1026.411312
log(response.time) ~ session + problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1090.788511,-1031.641674
log(response.time) ~ session + problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1090.910543,-1031.763706
log(response.time) ~ session + problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-884.773379,-825.626542
log(response.time) ~ session + problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1090.910543,-1031.763707
log(response.time) ~ session + problem_order + (1|participant_id) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1090.454866,-1031.308029
log(response.time) ~ session + problem_order + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1077.443444,-1018.296608
log(response.time) ~ session + problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1088.910541,-1023.191833
log(response.time) ~ TMS_Type + session + problem_order + (1|participant_id),-695.593226,-656.162002
log(response.time) ~ TMS_Type + session + problem_order + (1|shown_letter),949.448806,988.880030
log(response.time) ~ TMS_Type + session + problem_order + (1|participant_id:shown_letter),-384.232778,-344.801554
log(response.time) ~ TMS_Type + session + problem_order + (1|participant_id:TMS_Type),-1082.792936,-1043.361712
log(response.time) ~ TMS_Type + session + problem_order + (1|shown_letter:TMS_Type),949.852108,989.283333
log(response.time) ~ TMS_Type + session + problem_order + (1|participant_id:shown_letter:TMS_Type),-580.370183,-540.938958
log(response.time) ~ TMS_Type + session + problem_order + (1|participant_id) + (1|shown_letter),-693.860611,-647.857516
log(response.time) ~ TMS_Type + session + problem_order + (1|participant_id) + (1|participant_id:shown_letter),-693.593225,-647.590130
log(response.time) ~ TMS_Type + session + problem_order + (1|participant_id) + (1|participant_id:TMS_Type),-1094.442436,-1048.439341
log(response.time) ~ TMS_Type + session + problem_order + (1|participant_id) + (1|shown_letter:TMS_Type),-693.593226,-647.590131
log(response.time) ~ TMS_Type + session + problem_order + (1|participant_id) + (1|participant_id:shown_letter:TMS_Type),-890.775134,-844.772038
log(response.time) ~ TMS_Type + session + problem_order + (1|shown_letter) + (1|participant_id:shown_letter),-382.232778,-336.229683
log(response.time) ~ TMS_Type + session + problem_order + (1|shown_letter) + (1|participant_id:TMS_Type),-1081.417823,-1035.414728
log(response.time) ~ TMS_Type + session + problem_order + (1|shown_letter) + (1|shown_letter:TMS_Type),951.448806,997.451901
log(response.time) ~ TMS_Type + session + problem_order + (1|shown_letter) + (1|participant_id:shown_letter:TMS_Type),-578.370183,-532.367088
log(response.time) ~ TMS_Type + session + problem_order + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),-1080.799738,-1034.796643
log(response.time) ~ TMS_Type + session + problem_order + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),-382.232778,-336.229683
log(response.time) ~ TMS_Type + session + problem_order + (1|participant_id:shown_letter) + (1|participant_id:shown_letter:TMS_Type),-640.723577,-594.720481
log(response.time) ~ TMS_Type + session + problem_order + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1080.927342,-1034.924247
log(response.time) ~ TMS_Type + session + problem_order + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1081.005142,-1035.002047
log(response.time) ~ TMS_Type + session + problem_order + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-578.370183,-532.367088
log(response.time) ~ TMS_Type + session + problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),-691.860611,-639.285645
log(response.time) ~ TMS_Type + session + problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type),-1093.053812,-1040.478846
log(response.time) ~ TMS_Type + session + problem_order + (1|participant_id) + (1|shown_letter) + (1|shown_letter:TMS_Type),-691.860609,-639.285643
log(response.time) ~ TMS_Type + session + problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter:TMS_Type),-888.775134,-836.200168
log(response.time) ~ TMS_Type + session + problem_order + (1|participant_id) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),-1092.444573,-1039.869607
log(response.time) ~ TMS_Type + session + problem_order + (1|participant_id) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),-691.593226,-639.018260
log(response.time) ~ TMS_Type + session + problem_order + (1|participant_id) + (1|participant_id:shown_letter) + (1|participant_id:shown_letter:TMS_Type),-888.775133,-836.200167
log(response.time) ~ TMS_Type + session + problem_order + (1|participant_id) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1092.565691,-1039.990725
log(response.time) ~ TMS_Type + session + problem_order + (1|participant_id) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1092.650639,-1040.075673
log(response.time) ~ TMS_Type + session + problem_order + (1|participant_id) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-888.775133,-836.200167
log(response.time) ~ TMS_Type + session + problem_order + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),-1079.417823,-1026.842857
log(response.time) ~ TMS_Type + session + problem_order + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),-380.232778,-327.657812
log(response.time) ~ TMS_Type + session + problem_order + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:shown_letter:TMS_Type),-638.723577,-586.148611
